"";"SourceFile";"FileName";"DateTimeOriginal";"GPSTimeStamp";"GPSDateTime";"GPSLatitudeRef";"GPSLongitudeRef";"GPSAltitudeRef";"GPSDateStamp";"GPSAltitude";"GPSLatitude";"GPSLongitude";"GPSPosition"
"15";"All_Photos/GSAH1014.JPG";"GSAH1014.JPG";"2022:02:16 14:32:02";"22:30:12";"2022:02:16 22:30:12Z";"N";"W";1;"2022:02:16";-18,411;35,3119212;-120,861110199972;"35.3119212 -120.861110199972"
"16";"All_Photos/GSAH1015.JPG";"GSAH1015.JPG";"2022:02:16 14:32:04";"22:30:14";"2022:02:16 22:30:14Z";"N";"W";1;"2022:02:16";-18,472;35,3119038999722;-120,861102599972;"35.3119038999722 -120.861102599972"
"17";"All_Photos/GSAH1016.JPG";"GSAH1016.JPG";"2022:02:16 14:32:06";"22:30:16";"2022:02:16 22:30:16Z";"N";"W";1;"2022:02:16";-18,792;35,3118938;-120,861072699972;"35.3118938 -120.861072699972"
"18";"All_Photos/GSAH1017.JPG";"GSAH1017.JPG";"2022:02:16 14:32:08";"22:30:18";"2022:02:16 22:30:18Z";"N";"W";1;"2022:02:16";-18,802;35,3118892999722;-120,861048499972;"35.3118892999722 -120.861048499972"
"19";"All_Photos/GSAH1018.JPG";"GSAH1018.JPG";"2022:02:16 14:32:10";"22:30:20";"2022:02:16 22:30:20Z";"N";"W";1;"2022:02:16";-18,987;35,3118819999722;-120,861024799972;"35.3118819999722 -120.861024799972"
"20";"All_Photos/GSAH1019.JPG";"GSAH1019.JPG";"2022:02:16 14:32:12";"22:30:22";"2022:02:16 22:30:22Z";"N";"W";1;"2022:02:16";-19,601;35,3118711999722;-120,860997999972;"35.3118711999722 -120.860997999972"
"21";"All_Photos/GSAH1020.JPG";"GSAH1020.JPG";"2022:02:16 14:32:14";"22:30:24";"2022:02:16 22:30:24Z";"N";"W";1;"2022:02:16";-19,73;35,3118695;-120,860978;"35.3118695 -120.860978"
"22";"All_Photos/GSAH1021.JPG";"GSAH1021.JPG";"2022:02:16 14:32:16";"22:30:26";"2022:02:16 22:30:26Z";"N";"W";1;"2022:02:16";-19,402;35,3118612999722;-120,86095;"35.3118612999722 -120.86095"
"23";"All_Photos/GSAH1022.JPG";"GSAH1022.JPG";"2022:02:16 14:32:18";"22:30:28";"2022:02:16 22:30:28Z";"N";"W";1;"2022:02:16";-19,884;35,3118673999722;-120,860927399972;"35.3118673999722 -120.860927399972"
"24";"All_Photos/GSAH1023.JPG";"GSAH1023.JPG";"2022:02:16 14:32:20";"22:30:30";"2022:02:16 22:30:30Z";"N";"W";1;"2022:02:16";-19,674;35,3118671;-120,860899299972;"35.3118671 -120.860899299972"
"25";"All_Photos/GSAH1024.JPG";"GSAH1024.JPG";"2022:02:16 14:32:22";"22:30:32";"2022:02:16 22:30:32Z";"N";"W";1;"2022:02:16";-19,445;35,3118696;-120,8608705;"35.3118696 -120.8608705"
"26";"All_Photos/GSAH1025.JPG";"GSAH1025.JPG";"2022:02:16 14:32:24";"22:30:34";"2022:02:16 22:30:34Z";"N";"W";1;"2022:02:16";-19,081;35,3118716999722;-120,8608389;"35.3118716999722 -120.8608389"
"27";"All_Photos/GSAH1026.JPG";"GSAH1026.JPG";"2022:02:16 14:32:26";"22:30:36";"2022:02:16 22:30:36Z";"N";"W";1;"2022:02:16";-18,979;35,3118734999722;-120,860807899972;"35.3118734999722 -120.860807899972"
"28";"All_Photos/GSAH1027.JPG";"GSAH1027.JPG";"2022:02:16 14:32:28";"22:30:38";"2022:02:16 22:30:38Z";"N";"W";1;"2022:02:16";-19,301;35,3118782999722;-120,860774899972;"35.3118782999722 -120.860774899972"
"29";"All_Photos/GSAH1028.JPG";"GSAH1028.JPG";"2022:02:16 14:32:30";"22:30:40";"2022:02:16 22:30:40Z";"N";"W";1;"2022:02:16";-19,292;35,3118826999722;-120,8607463;"35.3118826999722 -120.8607463"
"30";"All_Photos/GSAH1029.JPG";"GSAH1029.JPG";"2022:02:16 14:32:32";"22:30:42";"2022:02:16 22:30:42Z";"N";"W";1;"2022:02:16";-18,874;35,3118811;-120,860715099972;"35.3118811 -120.860715099972"
"31";"All_Photos/GSAH1030.JPG";"GSAH1030.JPG";"2022:02:16 14:32:34";"22:30:44";"2022:02:16 22:30:44Z";"N";"W";1;"2022:02:16";-18,627;35,3118837999722;-120,8606836;"35.3118837999722 -120.8606836"
"32";"All_Photos/GSAH1031.JPG";"GSAH1031.JPG";"2022:02:16 14:32:36";"22:30:46";"2022:02:16 22:30:46Z";"N";"W";1;"2022:02:16";-18,547;35,3118853;-120,8606579;"35.3118853 -120.8606579"
"33";"All_Photos/GSAH1032.JPG";"GSAH1032.JPG";"2022:02:16 14:32:38";"22:30:48";"2022:02:16 22:30:48Z";"N";"W";1;"2022:02:16";-18,729;35,3118836;-120,860634099972;"35.3118836 -120.860634099972"
"34";"All_Photos/GSAH1033.JPG";"GSAH1033.JPG";"2022:02:16 14:32:40";"22:30:50";"2022:02:16 22:30:50Z";"N";"W";1;"2022:02:16";-18,966;35,3118847;-120,8606026;"35.3118847 -120.8606026"
"35";"All_Photos/GSAH1034.JPG";"GSAH1034.JPG";"2022:02:16 14:32:42";"22:30:52";"2022:02:16 22:30:52Z";"N";"W";1;"2022:02:16";-19,243;35,3118875999722;-120,860569499972;"35.3118875999722 -120.860569499972"
"36";"All_Photos/GSAH1035.JPG";"GSAH1035.JPG";"2022:02:16 14:32:44";"22:30:54";"2022:02:16 22:30:54Z";"N";"W";1;"2022:02:16";-20,211;35,3118926;-120,860540099972;"35.3118926 -120.860540099972"
"37";"All_Photos/GSAH1036.JPG";"GSAH1036.JPG";"2022:02:16 14:32:46";"22:30:56";"2022:02:16 22:30:56Z";"N";"W";1;"2022:02:16";-19,4;35,3118922999722;-120,860502699972;"35.3118922999722 -120.860502699972"
"38";"All_Photos/GSAH1037.JPG";"GSAH1037.JPG";"2022:02:16 14:32:48";"22:30:58";"2022:02:16 22:30:58Z";"N";"W";1;"2022:02:16";-18,415;35,311889;-120,860467799972;"35.311889 -120.860467799972"
"39";"All_Photos/GSAH1038.JPG";"GSAH1038.JPG";"2022:02:16 14:32:50";"22:31:00";"2022:02:16 22:31:00Z";"N";"W";1;"2022:02:16";-17,742;35,3118891;-120,8604387;"35.3118891 -120.8604387"
"40";"All_Photos/GSAH1039.JPG";"GSAH1039.JPG";"2022:02:16 14:32:52";"22:31:02";"2022:02:16 22:31:02Z";"N";"W";1;"2022:02:16";-17,056;35,3118922;-120,860409599972;"35.3118922 -120.860409599972"
"41";"All_Photos/GSAH1040.JPG";"GSAH1040.JPG";"2022:02:16 14:32:54";"22:31:04";"2022:02:16 22:31:04Z";"N";"W";1;"2022:02:16";-15,421;35,3118996999722;-120,860380399972;"35.3118996999722 -120.860380399972"
"42";"All_Photos/GSAH1041.JPG";"GSAH1041.JPG";"2022:02:16 14:32:56";"22:31:06";"2022:02:16 22:31:06Z";"N";"W";1;"2022:02:16";-15,448;35,3118995999722;-120,8603434;"35.3118995999722 -120.8603434"
"43";"All_Photos/GSAH1042.JPG";"GSAH1042.JPG";"2022:02:16 14:32:58";"22:31:08";"2022:02:16 22:31:08Z";"N";"W";1;"2022:02:16";-15,071;35,3119025;-120,8603133;"35.3119025 -120.8603133"
"44";"All_Photos/GSAH1043.JPG";"GSAH1043.JPG";"2022:02:16 14:33:00";"22:31:10";"2022:02:16 22:31:10Z";"N";"W";1;"2022:02:16";-14,637;35,3118973999722;-120,860273899972;"35.3118973999722 -120.860273899972"
"45";"All_Photos/GSAH1044.JPG";"GSAH1044.JPG";"2022:02:16 14:33:02";"22:31:12";"2022:02:16 22:31:12Z";"N";"W";1;"2022:02:16";-13,607;35,3118922;-120,8602441;"35.3118922 -120.8602441"
"46";"All_Photos/GSAH1045.JPG";"GSAH1045.JPG";"2022:02:16 14:33:04";"22:31:14";"2022:02:16 22:31:14Z";"N";"W";1;"2022:02:16";-13,788;35,3118989999722;-120,860213099972;"35.3118989999722 -120.860213099972"
"47";"All_Photos/GSAH1046.JPG";"GSAH1046.JPG";"2022:02:16 14:33:06";"22:31:16";"2022:02:16 22:31:16Z";"N";"W";1;"2022:02:16";-13,664;35,3119007999722;-120,860179599972;"35.3119007999722 -120.860179599972"
"48";"All_Photos/GSAH1047.JPG";"GSAH1047.JPG";"2022:02:16 14:33:08";"22:31:18";"2022:02:16 22:31:18Z";"N";"W";1;"2022:02:16";-13,596;35,3118972999722;-120,8601483;"35.3118972999722 -120.8601483"
"49";"All_Photos/GSAH1048.JPG";"GSAH1048.JPG";"2022:02:16 14:33:10";"22:31:20";"2022:02:16 22:31:20Z";"N";"W";1;"2022:02:16";-12,943;35,3118965;-120,860121;"35.3118965 -120.860121"
"50";"All_Photos/GSAH1049.JPG";"GSAH1049.JPG";"2022:02:16 14:33:12";"22:31:22";"2022:02:16 22:31:22Z";"N";"W";1;"2022:02:16";-12,498;35,3118983999722;-120,860091499972;"35.3118983999722 -120.860091499972"
"51";"All_Photos/GSAH1050.JPG";"GSAH1050.JPG";"2022:02:16 14:33:14";"22:31:24";"2022:02:16 22:31:24Z";"N";"W";1;"2022:02:16";-12,272;35,3119006;-120,8600593;"35.3119006 -120.8600593"
"52";"All_Photos/GSAH1051.JPG";"GSAH1051.JPG";"2022:02:16 14:33:16";"22:31:26";"2022:02:16 22:31:26Z";"N";"W";1;"2022:02:16";-11,644;35,3118990999722;-120,860034699972;"35.3118990999722 -120.860034699972"
"53";"All_Photos/GSAH1052.JPG";"GSAH1052.JPG";"2022:02:16 14:33:18";"22:31:28";"2022:02:16 22:31:28Z";"N";"W";1;"2022:02:16";-11,446;35,3118967999722;-120,860006699972;"35.3118967999722 -120.860006699972"
"54";"All_Photos/GSAH1053.JPG";"GSAH1053.JPG";"2022:02:16 14:33:20";"22:31:30";"2022:02:16 22:31:30Z";"N";"W";1;"2022:02:16";-11,353;35,3119037;-120,859978799972;"35.3119037 -120.859978799972"
"55";"All_Photos/GSAH1054.JPG";"GSAH1054.JPG";"2022:02:16 14:33:22";"22:31:32";"2022:02:16 22:31:32Z";"N";"W";1;"2022:02:16";-11,451;35,3119055;-120,859950299972;"35.3119055 -120.859950299972"
"56";"All_Photos/GSAH1055.JPG";"GSAH1055.JPG";"2022:02:16 14:33:24";"22:31:34";"2022:02:16 22:31:34Z";"N";"W";1;"2022:02:16";-11,444;35,3119068;-120,8599181;"35.3119068 -120.8599181"
"57";"All_Photos/GSAH1056.JPG";"GSAH1056.JPG";"2022:02:16 14:33:26";"22:31:36";"2022:02:16 22:31:36Z";"N";"W";1;"2022:02:16";-11,699;35,3119128;-120,8598805;"35.3119128 -120.8598805"
"58";"All_Photos/GSAH1057.JPG";"GSAH1057.JPG";"2022:02:16 14:33:28";"22:31:38";"2022:02:16 22:31:38Z";"N";"W";1;"2022:02:16";-11,658;35,3119219;-120,859848999972;"35.3119219 -120.859848999972"
"59";"All_Photos/GSAH1058.JPG";"GSAH1058.JPG";"2022:02:16 14:33:30";"22:31:40";"2022:02:16 22:31:40Z";"N";"W";1;"2022:02:16";-12,183;35,3119274;-120,8598156;"35.3119274 -120.8598156"
"60";"All_Photos/GSAH1059.JPG";"GSAH1059.JPG";"2022:02:16 14:33:32";"22:31:42";"2022:02:16 22:31:42Z";"N";"W";1;"2022:02:16";-12,076;35,3119317;-120,859787299972;"35.3119317 -120.859787299972"
"61";"All_Photos/GSAH1060.JPG";"GSAH1060.JPG";"2022:02:16 14:33:34";"22:31:44";"2022:02:16 22:31:44Z";"N";"W";1;"2022:02:16";-12,1;35,3119319999722;-120,859756099972;"35.3119319999722 -120.859756099972"
"62";"All_Photos/GSAH1061.JPG";"GSAH1061.JPG";"2022:02:16 14:33:36";"22:31:46";"2022:02:16 22:31:46Z";"N";"W";1;"2022:02:16";-11,993;35,3119385999722;-120,8597278;"35.3119385999722 -120.8597278"
"63";"All_Photos/GSAH1062.JPG";"GSAH1062.JPG";"2022:02:16 14:33:38";"22:31:48";"2022:02:16 22:31:48Z";"N";"W";1;"2022:02:16";-11,957;35,3119320999722;-120,8596885;"35.3119320999722 -120.8596885"
"64";"All_Photos/GSAH1063.JPG";"GSAH1063.JPG";"2022:02:16 14:33:40";"22:31:50";"2022:02:16 22:31:50Z";"N";"W";1;"2022:02:16";-12,089;35,3119325999722;-120,859655599972;"35.3119325999722 -120.859655599972"
"65";"All_Photos/GSAH1064.JPG";"GSAH1064.JPG";"2022:02:16 14:33:42";"22:31:52";"2022:02:16 22:31:52Z";"N";"W";1;"2022:02:16";-12,327;35,3119297;-120,859632;"35.3119297 -120.859632"
"66";"All_Photos/GSAH1065.JPG";"GSAH1065.JPG";"2022:02:16 14:33:44";"22:31:54";"2022:02:16 22:31:54Z";"N";"W";1;"2022:02:16";-12,867;35,3119427;-120,859615599972;"35.3119427 -120.859615599972"
"67";"All_Photos/GSAH1066.JPG";"GSAH1066.JPG";"2022:02:16 14:33:46";"22:31:56";"2022:02:16 22:31:56Z";"N";"W";1;"2022:02:16";-12,751;35,3119629999722;-120,859597199972;"35.3119629999722 -120.859597199972"
"68";"All_Photos/GSAH1067.JPG";"GSAH1067.JPG";"2022:02:16 14:33:48";"22:31:58";"2022:02:16 22:31:58Z";"N";"W";1;"2022:02:16";-12,734;35,3119804999722;-120,859592199972;"35.3119804999722 -120.859592199972"
"69";"All_Photos/GSAH1068.JPG";"GSAH1068.JPG";"2022:02:16 14:33:50";"22:32:00";"2022:02:16 22:32:00Z";"N";"W";1;"2022:02:16";-13,155;35,3119672999722;-120,8595889;"35.3119672999722 -120.8595889"
"70";"All_Photos/GSAH1069.JPG";"GSAH1069.JPG";"2022:02:16 14:33:52";"22:32:02";"2022:02:16 22:32:02Z";"N";"W";1;"2022:02:16";-13,412;35,3119398999722;-120,8595889;"35.3119398999722 -120.8595889"
"71";"All_Photos/GSAH1070.JPG";"GSAH1070.JPG";"2022:02:16 14:33:54";"22:32:04";"2022:02:16 22:32:04Z";"N";"W";1;"2022:02:16";-13,532;35,3119131999722;-120,8595933;"35.3119131999722 -120.8595933"
"72";"All_Photos/GSAH1071.JPG";"GSAH1071.JPG";"2022:02:16 14:33:56";"22:32:06";"2022:02:16 22:32:06Z";"N";"W";1;"2022:02:16";-13,635;35,3118886999722;-120,8596016;"35.3118886999722 -120.8596016"
"73";"All_Photos/GSAH1072.JPG";"GSAH1072.JPG";"2022:02:16 14:33:58";"22:32:08";"2022:02:16 22:32:08Z";"N";"W";1;"2022:02:16";-13,216;35,3118770999722;-120,859614699972;"35.3118770999722 -120.859614699972"
"74";"All_Photos/GSAH1073.JPG";"GSAH1073.JPG";"2022:02:16 14:34:00";"22:32:10";"2022:02:16 22:32:10Z";"N";"W";1;"2022:02:16";-13,359;35,311863;-120,8596332;"35.311863 -120.8596332"
"75";"All_Photos/GSAH1074.JPG";"GSAH1074.JPG";"2022:02:16 14:34:02";"22:32:12";"2022:02:16 22:32:12Z";"N";"W";1;"2022:02:16";-12,906;35,3118557999722;-120,859656599972;"35.3118557999722 -120.859656599972"
"76";"All_Photos/GSAH1075.JPG";"GSAH1075.JPG";"2022:02:16 14:34:04";"22:32:14";"2022:02:16 22:32:14Z";"N";"W";1;"2022:02:16";-13,284;35,3118495;-120,8596821;"35.3118495 -120.8596821"
"77";"All_Photos/GSAH1076.JPG";"GSAH1076.JPG";"2022:02:16 14:34:06";"22:32:16";"2022:02:16 22:32:16Z";"N";"W";1;"2022:02:16";-13,191;35,311846;-120,8597103;"35.311846 -120.8597103"
"78";"All_Photos/GSAH1077.JPG";"GSAH1077.JPG";"2022:02:16 14:34:08";"22:32:18";"2022:02:16 22:32:18Z";"N";"W";1;"2022:02:16";-13,446;35,3118438999722;-120,8597416;"35.3118438999722 -120.8597416"
"79";"All_Photos/GSAH1078.JPG";"GSAH1078.JPG";"2022:02:16 14:34:10";"22:32:20";"2022:02:16 22:32:20Z";"N";"W";1;"2022:02:16";-13,702;35,3118405;-120,859773399972;"35.3118405 -120.859773399972"
"80";"All_Photos/GSAH1079.JPG";"GSAH1079.JPG";"2022:02:16 14:34:12";"22:32:22";"2022:02:16 22:32:22Z";"N";"W";1;"2022:02:16";-13,592;35,3118411;-120,8598029;"35.3118411 -120.8598029"
"81";"All_Photos/GSAH1080.JPG";"GSAH1080.JPG";"2022:02:16 14:34:14";"22:32:24";"2022:02:16 22:32:24Z";"N";"W";1;"2022:02:16";-14,093;35,3118405999722;-120,859835799972;"35.3118405999722 -120.859835799972"
"82";"All_Photos/GSAH1081.JPG";"GSAH1081.JPG";"2022:02:16 14:34:16";"22:32:26";"2022:02:16 22:32:26Z";"N";"W";1;"2022:02:16";-14,238;35,311832;-120,859862199972;"35.311832 -120.859862199972"
"83";"All_Photos/GSAH1082.JPG";"GSAH1082.JPG";"2022:02:16 14:34:18";"22:32:28";"2022:02:16 22:32:28Z";"N";"W";1;"2022:02:16";-14,59;35,3118326;-120,8598858;"35.3118326 -120.8598858"
"84";"All_Photos/GSAH1083.JPG";"GSAH1083.JPG";"2022:02:16 14:34:20";"22:32:30";"2022:02:16 22:32:30Z";"N";"W";1;"2022:02:16";-14,511;35,3118351999722;-120,859915;"35.3118351999722 -120.859915"
"85";"All_Photos/GSAH1084.JPG";"GSAH1084.JPG";"2022:02:16 14:34:22";"22:32:32";"2022:02:16 22:32:32Z";"N";"W";1;"2022:02:16";-14,941;35,3118364999722;-120,8599423;"35.3118364999722 -120.8599423"
"86";"All_Photos/GSAH1085.JPG";"GSAH1085.JPG";"2022:02:16 14:34:24";"22:32:34";"2022:02:16 22:32:34Z";"N";"W";1;"2022:02:16";-15,664;35,3118382999722;-120,859972299972;"35.3118382999722 -120.859972299972"
"87";"All_Photos/GSAH1086.JPG";"GSAH1086.JPG";"2022:02:16 14:34:26";"22:32:36";"2022:02:16 22:32:36Z";"N";"W";1;"2022:02:16";-15,688;35,3118383999722;-120,8600033;"35.3118383999722 -120.8600033"
"88";"All_Photos/GSAH1087.JPG";"GSAH1087.JPG";"2022:02:16 14:34:28";"22:32:38";"2022:02:16 22:32:38Z";"N";"W";1;"2022:02:16";-16,281;35,3118405;-120,860027799972;"35.3118405 -120.860027799972"
"89";"All_Photos/GSAH1088.JPG";"GSAH1088.JPG";"2022:02:16 14:34:30";"22:32:40";"2022:02:16 22:32:40Z";"N";"W";1;"2022:02:16";-16,413;35,3118400999722;-120,860052199972;"35.3118400999722 -120.860052199972"
"90";"All_Photos/GSAH1089.JPG";"GSAH1089.JPG";"2022:02:16 14:34:32";"22:32:42";"2022:02:16 22:32:42Z";"N";"W";1;"2022:02:16";-16,035;35,3118389999722;-120,8600794;"35.3118389999722 -120.8600794"
"91";"All_Photos/GSAH1090.JPG";"GSAH1090.JPG";"2022:02:16 14:34:34";"22:32:44";"2022:02:16 22:32:44Z";"N";"W";1;"2022:02:16";-16,422;35,3118335999722;-120,860107099972;"35.3118335999722 -120.860107099972"
"92";"All_Photos/GSAH1091.JPG";"GSAH1091.JPG";"2022:02:16 14:34:36";"22:32:46";"2022:02:16 22:32:46Z";"N";"W";1;"2022:02:16";-15,748;35,3118301;-120,8601393;"35.3118301 -120.8601393"
"93";"All_Photos/GSAH1092.JPG";"GSAH1092.JPG";"2022:02:16 14:34:38";"22:32:48";"2022:02:16 22:32:48Z";"N";"W";1;"2022:02:16";-15,927;35,3118339;-120,8601713;"35.3118339 -120.8601713"
"94";"All_Photos/GSAH1093.JPG";"GSAH1093.JPG";"2022:02:16 14:34:40";"22:32:50";"2022:02:16 22:32:50Z";"N";"W";1;"2022:02:16";-16,806;35,3118326;-120,8602077;"35.3118326 -120.8602077"
"95";"All_Photos/GSAH1094.JPG";"GSAH1094.JPG";"2022:02:16 14:34:42";"22:32:52";"2022:02:16 22:32:52Z";"N";"W";1;"2022:02:16";-16,731;35,3118335999722;-120,8602431;"35.3118335999722 -120.8602431"
"96";"All_Photos/GSAH1095.JPG";"GSAH1095.JPG";"2022:02:16 14:34:44";"22:32:54";"2022:02:16 22:32:54Z";"N";"W";1;"2022:02:16";-16,423;35,311833;-120,860276499972;"35.311833 -120.860276499972"
"97";"All_Photos/GSAH1096.JPG";"GSAH1096.JPG";"2022:02:16 14:34:46";"22:32:56";"2022:02:16 22:32:56Z";"N";"W";1;"2022:02:16";-17,246;35,3118315999722;-120,8603123;"35.3118315999722 -120.8603123"
"98";"All_Photos/GSAH1097.JPG";"GSAH1097.JPG";"2022:02:16 14:34:48";"22:32:58";"2022:02:16 22:32:58Z";"N";"W";1;"2022:02:16";-17,431;35,3118361;-120,860347899972;"35.3118361 -120.860347899972"
"99";"All_Photos/GSAH1098.JPG";"GSAH1098.JPG";"2022:02:16 14:34:50";"22:33:00";"2022:02:16 22:33:00Z";"N";"W";1;"2022:02:16";-17,647;35,3118369;-120,860374699972;"35.3118369 -120.860374699972"
"100";"All_Photos/GSAH1099.JPG";"GSAH1099.JPG";"2022:02:16 14:34:52";"22:33:02";"2022:02:16 22:33:02Z";"N";"W";1;"2022:02:16";-17,931;35,3118387;-120,8604073;"35.3118387 -120.8604073"
"101";"All_Photos/GSAH1100.JPG";"GSAH1100.JPG";"2022:02:16 14:34:54";"22:33:04";"2022:02:16 22:33:04Z";"N";"W";1;"2022:02:16";-17,936;35,3118371999722;-120,8604408;"35.3118371999722 -120.8604408"
"102";"All_Photos/GSAH1101.JPG";"GSAH1101.JPG";"2022:02:16 14:34:56";"22:33:06";"2022:02:16 22:33:06Z";"N";"W";1;"2022:02:16";-17,529;35,3118340999722;-120,860472599972;"35.3118340999722 -120.860472599972"
"103";"All_Photos/GSAH1102.JPG";"GSAH1102.JPG";"2022:02:16 14:34:58";"22:33:08";"2022:02:16 22:33:08Z";"N";"W";1;"2022:02:16";-16,884;35,31183;-120,8605079;"35.31183 -120.8605079"
"104";"All_Photos/GSAH1103.JPG";"GSAH1103.JPG";"2022:02:16 14:35:00";"22:33:10";"2022:02:16 22:33:10Z";"N";"W";1;"2022:02:16";-16,202;35,3118291999722;-120,860537399972;"35.3118291999722 -120.860537399972"
"105";"All_Photos/GSAH1104.JPG";"GSAH1104.JPG";"2022:02:16 14:35:02";"22:33:12";"2022:02:16 22:33:12Z";"N";"W";1;"2022:02:16";-15,891;35,3118276;-120,8605756;"35.3118276 -120.8605756"
"106";"All_Photos/GSAH1105.JPG";"GSAH1105.JPG";"2022:02:16 14:35:04";"22:33:14";"2022:02:16 22:33:14Z";"N";"W";1;"2022:02:16";-15,46;35,31183;-120,8606129;"35.31183 -120.8606129"
"107";"All_Photos/GSAH1106.JPG";"GSAH1106.JPG";"2022:02:16 14:35:06";"22:33:16";"2022:02:16 22:33:16Z";"N";"W";1;"2022:02:16";-15,452;35,3118325;-120,860645599972;"35.3118325 -120.860645599972"
"108";"All_Photos/GSAH1107.JPG";"GSAH1107.JPG";"2022:02:16 14:35:08";"22:33:18";"2022:02:16 22:33:18Z";"N";"W";1;"2022:02:16";-16,031;35,311835;-120,860677899972;"35.311835 -120.860677899972"
"109";"All_Photos/GSAH1108.JPG";"GSAH1108.JPG";"2022:02:16 14:35:10";"22:33:20";"2022:02:16 22:33:20Z";"N";"W";1;"2022:02:16";-15,942;35,3118355;-120,860713599972;"35.3118355 -120.860713599972"
"110";"All_Photos/GSAH1109.JPG";"GSAH1109.JPG";"2022:02:16 14:35:12";"22:33:22";"2022:02:16 22:33:22Z";"N";"W";1;"2022:02:16";-15,791;35,3118370999722;-120,860745399972;"35.3118370999722 -120.860745399972"
"111";"All_Photos/GSAH1110.JPG";"GSAH1110.JPG";"2022:02:16 14:35:14";"22:33:24";"2022:02:16 22:33:24Z";"N";"W";1;"2022:02:16";-15,818;35,3118339;-120,8607783;"35.3118339 -120.8607783"
"112";"All_Photos/GSAH1111.JPG";"GSAH1111.JPG";"2022:02:16 14:35:16";"22:33:26";"2022:02:16 22:33:26Z";"N";"W";1;"2022:02:16";-15,925;35,3118355;-120,8608154;"35.3118355 -120.8608154"
"113";"All_Photos/GSAH1112.JPG";"GSAH1112.JPG";"2022:02:16 14:35:18";"22:33:28";"2022:02:16 22:33:28Z";"N";"W";1;"2022:02:16";-16,388;35,3118416;-120,8608509;"35.3118416 -120.8608509"
