"";"Pic_Name";"eff_LAI";"act_LAI";"Gap_Frac";"Mean_Leaf_Angle";"Rings";"Azimuths"
"1602";"GSAH2601.JPG";3,82;3,82;9,714;70;1;1
"1603";"GSAH2602.JPG";3,51;3,51;11,76;86;1;1
"1604";"GSAH2603.JPG";3,24;3,24;13,847;78;1;1
"1605";"GSAH2604.JPG";2,95;2,95;16,497;81;1;1
"1606";"GSAH2605.JPG";2,76;2,76;18,527;46;1;1
"1607";"GSAH2606.JPG";3,09;3,09;15,197;14;1;1
"1608";"GSAH2607.JPG";2,94;2,94;16,654;67;1;1
"1609";"GSAH2608.JPG";2,99;2,99;16,082;77;1;1
"1610";"GSAH2609.JPG";3,46;3,46;12,099;45;1;1
"1611";"GSAH2610.JPG";2,77;2,77;18,419;67;1;1
"1612";"GSAH2611.JPG";3,06;3,06;15,449;78;1;1
"1613";"GSAH2612.JPG";3,16;3,16;14,503;23;1;1
"1614";"GSAH2613.JPG";3,63;3,63;10,928;81;1;1
"1615";"GSAH2614.JPG";5,14;5,14;4,333;65;1;1
"1616";"GSAH2615.JPG";3,91;3,91;9,221;76;1;1
"1617";"GSAH2616.JPG";3,55;3,55;11,48;82;1;1
"1618";"GSAH2617.JPG";3,02;3,02;15,864;77;1;1
"1619";"GSAH2618.JPG";3,02;3,02;15,826;69;1;1
"1620";"GSAH2619.JPG";3,64;3,64;10,87;64;1;1
"1621";"GSAH2620.JPG";3,77;3,77;10,031;81;1;1
"1622";"GSAH2621.JPG";3,52;3,52;11,644;70;1;1
"1623";"GSAH2622.JPG";3,88;3,88;9,392;62;1;1
"1624";"GSAH2623.JPG";3,27;3,27;13,59;67;1;1
"1625";"GSAH2624.JPG";3,64;3,64;10,818;57;1;1
"1626";"GSAH2625.JPG";3,81;3,81;9,793;68;1;1
"1627";"GSAH2626.JPG";3,31;3,31;13,256;77;1;1
"1628";"GSAH2627.JPG";3,05;3,05;15,572;67;1;1
"1629";"GSAH2628.JPG";3,26;3,26;13,636;86;1;1
"1630";"GSAH2629.JPG";3,25;3,25;13,787;12;1;1
"1631";"GSAH2630.JPG";3,01;3,01;15,89;20;1;1
"1632";"GSAH2631.JPG";3,05;3,05;15,518;62;1;1
"1633";"GSAH2632.JPG";3,27;3,27;13,555;81;1;1
"1634";"GSAH2633.JPG";3,09;3,09;15,197;67;1;1
"1635";"GSAH2634.JPG";3;3;16,005;69;1;1
"1636";"GSAH2635.JPG";3,54;3,54;11,521;69;1;1
"1637";"GSAH2636.JPG";3,8;3,8;9,82;81;1;1
"1638";"GSAH2637.JPG";3,2;3,2;14,151;78;1;1
"1639";"GSAH2638.JPG";3,29;3,29;13,384;82;1;1
"1640";"GSAH2639.JPG";3,11;3,11;14,951;66;1;1
"1641";"GSAH2640.JPG";2,93;2,93;16,737;77;1;1
"1642";"GSAH2641.JPG";3;3;15,992;76;1;1
"1643";"GSAH2642.JPG";3,02;3,02;15,832;77;1;1
"1644";"GSAH2643.JPG";2,96;2,96;16,469;78;1;1
"1645";"GSAH2644.JPG";3;3;16,049;68;1;1
"1646";"GSAH2645.JPG";2,96;2,96;16,429;23;1;1
"1647";"GSAH2646.JPG";3,16;3,16;14,489;78;1;1
"1648";"GSAH2647.JPG";3,13;3,13;14,815;64;1;1
"1649";"GSAH2648.JPG";3,19;3,19;14,279;78;1;1
"1650";"GSAH2649.JPG";3,16;3,16;14,514;78;1;1
"1651";"GSAH2650.JPG";3,2;3,2;14,187;23;1;1
"1652";"GSAH2651.JPG";3,14;3,14;14,684;69;1;1
"1653";"GSAH2652.JPG";2,94;2,94;16,588;78;1;1
"1654";"GSAH2653.JPG";2,89;2,89;17,146;77;1;1
"1655";"GSAH2654.JPG";2,75;2,75;18,631;77;1;1
"1656";"GSAH2655.JPG";2,47;2,47;22,087;84;1;1
"1657";"GSAH2656.JPG";2,29;2,29;24,686;70;1;1
"1658";"GSAH2657.JPG";2,28;2,28;24,868;77;1;1
"1659";"GSAH2658.JPG";2,09;2,09;27,876;81;1;1
"1660";"GSAH2659.JPG";1,76;1,76;34,257;45;1;1
"1661";"GSAH2660.JPG";1,47;1,47;40,819;13;1;1
"1662";"GSAH2661.JPG";1,4;1,4;42,666;64;1;1
"1663";"GSAH2662.JPG";1,46;1,46;41,1;86;1;1
"1664";"GSAH2663.JPG";1,27;1,27;46,066;70;1;1
"1665";"GSAH2664.JPG";1,34;1,34;44,096;68;1;1
"1666";"GSAH2665.JPG";1,72;1,72;34,934;70;1;1
"1667";"GSAH2666.JPG";2,08;2,08;28,061;63;1;1
"1668";"GSAH2667.JPG";2,07;2,07;28,293;13;1;1
"1669";"GSAH2668.JPG";2,15;2,15;26,997;86;1;1
"1670";"GSAH2669.JPG";2,25;2,25;25,375;76;1;1
"1671";"GSAH2670.JPG";2,94;2,94;16,618;82;1;1
"1672";"GSAH2671.JPG";3,57;3,57;11,311;14;1;1
"1673";"GSAH2672.JPG";5,18;5,18;4,234;65;1;1
"1674";"GSAH2673.JPG";4,18;4,18;7,793;69;1;1
"1675";"GSAH2674.JPG";3,09;3,09;15,198;69;1;1
"1676";"GSAH2675.JPG";3,3;3,3;13,307;82;1;1
"1677";"GSAH2676.JPG";3,98;3,98;8,824;79;1;1
"1678";"GSAH2677.JPG";4,28;4,28;7,352;80;1;1
"1679";"GSAH2678.JPG";3,46;3,46;12,097;64;1;1
"1680";"GSAH2679.JPG";4,74;4,74;5,548;70;1;1
"1681";"GSAH2680.JPG";4,78;4,78;5,397;81;1;1
"1682";"GSAH2681.JPG";4,6;4,6;6,052;86;1;1
"1683";"GSAH2682.JPG";3,88;3,88;9,366;86;1;1
"1684";"GSAH2683.JPG";3,74;3,74;10,228;69;1;1
"1685";"GSAH2684.JPG";3,72;3,72;10,343;67;1;1
"1686";"GSAH2685.JPG";3,28;3,28;13,524;78;1;1
"1687";"GSAH2686.JPG";3,56;3,56;11,369;70;1;1
"1688";"GSAH2687.JPG";3,45;3,45;12,162;70;1;1
"1689";"GSAH2688.JPG";3,57;3,57;11,298;14;1;1
"1690";"GSAH2689.JPG";3,65;3,65;10,785;64;1;1
"1691";"GSAH2690.JPG";3,87;3,87;9,408;78;1;1
"1692";"GSAH2691.JPG";4;4;8,704;53;1;1
"1693";"GSAH2692.JPG";3,86;3,86;9,486;70;1;1
"1694";"GSAH2693.JPG";3,77;3,77;10;81;1;1
"1695";"GSAH2694.JPG";3,67;3,67;10,62;76;1;1
"1696";"GSAH2695.JPG";3,79;3,79;9,872;69;1;1
"1697";"GSAH2696.JPG";3,8;3,8;9,805;55;1;1
"1698";"GSAH2697.JPG";3,57;3,57;11,33;84;1;1
"1699";"GSAH2698.JPG";3,4;3,4;12,559;81;1;1
"1700";"GSAH2699.JPG";3,33;3,33;13,069;78;1;1
"1701";"GSAH2700.JPG";3,47;3,47;12,001;64;1;1
"1702";"GSAH2701.JPG";3,74;3,74;10,184;70;1;1
"1703";"GSAH2702.JPG";3,75;3,75;10,134;78;1;1
"1704";"GSAH2703.JPG";3,25;3,25;13,723;64;1;1
"1705";"GSAH2704.JPG";3,62;3,62;10,992;76;1;1
"1706";"GSAH2705.JPG";3,3;3,3;13,354;70;1;1
"1707";"GSAH2706.JPG";3,71;3,71;10,357;85;1;1
"1708";"GSAH2707.JPG";3,95;3,95;8,955;78;1;1
"1709";"GSAH2708.JPG";3,96;3,96;8,896;81;1;1
"1710";"GSAH2709.JPG";3,74;3,74;10,189;77;1;1
"1711";"GSAH2710.JPG";3,39;3,39;12,61;64;1;1
"1712";"GSAH2711.JPG";3,84;3,84;9,605;78;1;1
"1713";"GSAH2712.JPG";4,24;4,24;7,498;11;1;1
"1714";"GSAH2713.JPG";3,5;3,5;11,817;84;1;1
"1715";"GSAH2714.JPG";3,23;3,23;13,908;78;1;1
"1716";"GSAH2715.JPG";3,57;3,57;11,292;81;1;1
"1717";"GSAH2716.JPG";3,2;3,2;14,155;78;1;1
"1718";"GSAH2717.JPG";3,94;3,94;9,039;86;1;1
"1719";"GSAH2718.JPG";3,48;3,48;11,981;78;1;1
"1720";"GSAH2719.JPG";3,31;3,31;13,248;70;1;1
"1721";"GSAH2720.JPG";3,29;3,29;13,434;70;1;1
"1722";"GSAH2721.JPG";2,62;2,62;20,172;81;1;1
"1723";"GSAH2722.JPG";3,24;3,24;13,817;78;1;1
"1724";"GSAH2723.JPG";3,15;3,15;14,634;63;1;1
"1725";"GSAH2724.JPG";2,81;2,81;17,96;70;1;1
"1726";"GSAH2725.JPG";2,72;2,72;19,064;76;1;1
"1727";"GSAH2726.JPG";2,85;2,85;17,563;67;1;1
"1728";"GSAH2727.JPG";2,89;2,89;17,112;78;1;1
"1729";"GSAH2728.JPG";2,94;2,94;16,631;81;1;1
"1730";"GSAH2729.JPG";2,97;2,97;16,273;86;1;1
"1731";"GSAH2730.JPG";3,09;3,09;15,181;65;1;1
"1732";"GSAH2731.JPG";3,11;3,11;14,95;13;1;1
"1733";"GSAH2732.JPG";2,52;2,52;21,484;64;1;1
"1734";"GSAH2733.JPG";2,14;2,14;27,006;14;1;1
"1735";"GSAH2734.JPG";1,8;1,8;33,235;86;1;1
"1736";"GSAH2735.JPG";1,7;1,7;35,492;64;1;1
"1737";"GSAH2736.JPG";2,02;2,02;29,112;85;1;1
"1738";"GSAH2737.JPG";3,21;3,21;14,079;78;1;1
"1739";"GSAH2738.JPG";3,3;3,3;13,311;69;1;1
"1740";"GSAH2739.JPG";4,28;4,28;7,318;63;1;1
"1741";"GSAH2740.JPG";3,89;3,89;9,331;82;1;1
"1742";"GSAH2741.JPG";4,19;4,19;7,739;86;1;1
"1743";"GSAH2742.JPG";4,07;4,07;8,324;81;1;1
"1744";"GSAH2743.JPG";3,71;3,71;10,358;25;1;1
"1745";"GSAH2744.JPG";3,36;3,36;12,89;77;1;1
"1746";"GSAH2745.JPG";3,08;3,08;15,299;70;1;1
"1747";"GSAH2746.JPG";3,03;3,03;15,753;63;1;1
"1748";"GSAH2747.JPG";3,38;3,38;12,726;81;1;1
"1749";"GSAH2748.JPG";3,76;3,76;10,09;80;1;1
"1750";"GSAH2749.JPG";3,06;3,06;15,446;77;1;1
"1751";"GSAH2750.JPG";2,93;2,93;16,719;70;1;1
"1752";"GSAH2751.JPG";3,47;3,47;12,047;57;1;1
"1753";"GSAH2752.JPG";3,84;3,84;9,583;66;1;1
"1754";"GSAH2753.JPG";3,26;3,26;13,689;78;1;1
"1755";"GSAH2754.JPG";3,59;3,59;11,206;81;1;1
"1756";"GSAH2755.JPG";3,58;3,58;11,27;69;1;1
"1757";"GSAH2756.JPG";3,35;3,35;12,95;81;1;1
"1758";"GSAH2757.JPG";3,37;3,37;12,796;78;1;1
"1759";"GSAH2758.JPG";3,52;3,52;11,689;11;1;1
"1760";"GSAH2759.JPG";3,59;3,59;11,19;77;1;1
"1761";"GSAH2760.JPG";3,98;3,98;8,829;25;1;1
"1762";"GSAH2761.JPG";3,77;3,77;10,041;85;1;1
"1763";"GSAH2762.JPG";3,51;3,51;11,747;78;1;1
"1764";"GSAH2763.JPG";3,43;3,43;12,357;62;1;1
"1765";"GSAH2764.JPG";3,11;3,11;14,942;70;1;1
"1766";"GSAH2765.JPG";3,4;3,4;12,514;64;1;1
"1767";"GSAH2766.JPG";3,15;3,15;14,617;70;1;1
"1768";"GSAH2767.JPG";3,17;3,17;14,468;64;1;1
"1769";"GSAH2768.JPG";3,2;3,2;14,139;77;1;1
"1770";"GSAH2769.JPG";3,09;3,09;15,195;69;1;1
"1771";"GSAH2770.JPG";3,75;3,75;10,159;69;1;1
"1772";"GSAH2771.JPG";3,68;3,68;10,558;63;1;1
"1773";"GSAH2772.JPG";3,79;3,79;9,866;78;1;1
"1774";"GSAH2773.JPG";3,24;3,24;13,825;70;1;1
"1775";"GSAH2774.JPG";3,43;3,43;12,308;69;1;1
"1776";"GSAH2775.JPG";3,65;3,65;10,766;75;1;1
"1777";"GSAH2776.JPG";3,38;3,38;12,678;70;1;1
"1778";"GSAH2777.JPG";2,87;2,87;17,363;69;1;1
"1779";"GSAH2778.JPG";3,56;3,56;11,372;81;1;1
"1780";"GSAH2779.JPG";3,71;3,71;10,378;67;1;1
"1781";"GSAH2780.JPG";3,88;3,88;9,367;14;1;1
"1782";"GSAH2781.JPG";3,52;3,52;11,663;69;1;1
"1783";"GSAH2782.JPG";3,73;3,73;10,291;82;1;1
"1784";"GSAH2783.JPG";3,45;3,45;12,175;14;1;1
"1785";"GSAH2784.JPG";3,23;3,23;13,902;67;1;1
"1786";"GSAH2785.JPG";3,45;3,45;12,148;25;1;1
"1787";"GSAH2786.JPG";3,63;3,63;10,876;84;1;1
"1788";"GSAH2787.JPG";3;3;15,979;77;1;1
"1789";"GSAH2788.JPG";3,28;3,28;13,492;81;1;1
"1790";"GSAH2789.JPG";3,42;3,42;12,382;78;1;1
"1791";"GSAH2790.JPG";3,04;3,04;15,596;77;1;1
"1792";"GSAH2791.JPG";2,79;2,79;18,175;69;1;1
"1793";"GSAH2792.JPG";3,14;3,14;14,725;64;1;1
"1794";"GSAH2793.JPG";3,36;3,36;12,881;84;1;1
"1795";"GSAH2794.JPG";2,79;2,79;18,164;63;1;1
"1796";"GSAH2795.JPG";3,17;3,17;14,459;70;1;1
"1797";"GSAH2796.JPG";3,59;3,59;11,177;81;1;1
"1798";"GSAH2797.JPG";3,45;3,45;12,148;63;1;1
"1799";"GSAH2798.JPG";3,15;3,15;14,661;69;1;1
"1800";"GSAH2799.JPG";3,65;3,65;10,763;80;1;1
"1801";"GSAH2800.JPG";2,94;2,94;16,581;81;1;1
"1802";"GSAH2801.JPG";2,63;2,63;20,135;64;1;1
"1803";"GSAH2802.JPG";2,38;2,38;23,434;82;1;1
"1804";"GSAH2803.JPG";2,74;2,74;18,798;39;1;1
"1805";"GSAH2804.JPG";1,59;1,59;37,871;81;1;1
"1806";"GSAH2805.JPG";1,43;1,43;41,667;86;1;1
"1807";"GSAH2806.JPG";1,33;1,33;44,423;70;1;1
"1808";"GSAH2807.JPG";1,4;1,4;42,442;53;1;1
"1809";"GSAH2808.JPG";1,28;1,28;45,851;82;1;1
"1810";"GSAH2809.JPG";1,33;1,33;44,493;76;1;1
"1811";"GSAH2810.JPG";2,04;2,04;28,74;35;1;1
"1812";"GSAH2811.JPG";2,1;2,1;27,686;84;1;1
"1813";"GSAH2812.JPG";2,85;2,85;17,588;77;1;1
"1814";"GSAH2813.JPG";4,03;4,03;8,53;81;1;1
"1815";"GSAH2814.JPG";6,2;6,2;2,279;70;1;1
"1816";"GSAH2815.JPG";6,75;6,75;1,62;76;1;1
"1817";"GSAH2816.JPG";6,41;6,41;1,996;78;1;1
"1818";"GSAH2817.JPG";6,17;6,17;2,321;64;1;1
"1819";"GSAH2818.JPG";4,78;4,78;5,405;64;1;1
"1820";"GSAH2819.JPG";4,08;4,08;8,31;77;1;1
"1821";"GSAH2820.JPG";3,64;3,64;10,869;64;1;1
"1822";"GSAH2821.JPG";3,78;3,78;9,942;86;1;1
"1823";"GSAH2822.JPG";3,74;3,74;10,177;86;1;1
"1824";"GSAH2823.JPG";3,93;3,93;9,109;78;1;1
"1825";"GSAH2824.JPG";3,83;3,83;9,646;63;1;1
"1826";"GSAH2825.JPG";4,18;4,18;7,796;78;1;1
"1827";"GSAH2826.JPG";3,39;3,39;12,615;68;1;1
"1828";"GSAH2827.JPG";3,33;3,33;13,075;66;1;1
"1829";"GSAH2828.JPG";3,99;3,99;8,771;78;1;1
"1830";"GSAH2829.JPG";3,92;3,92;9,111;64;1;1
"1831";"GSAH2830.JPG";3,48;3,48;11,963;66;1;1
"1832";"GSAH2831.JPG";4,24;4,24;7,497;64;1;1
"1833";"GSAH2832.JPG";4,05;4,05;8,416;79;1;1
"1834";"GSAH2833.JPG";4,38;4,38;6,912;69;1;1
"1835";"GSAH2834.JPG";4;4;8,683;76;1;1
"1836";"GSAH2835.JPG";3,32;3,32;13,183;77;1;1
"1837";"GSAH2836.JPG";3,4;3,4;12,575;45;1;1
"1838";"GSAH2837.JPG";4,2;4,2;7,693;76;1;1
"1839";"GSAH2838.JPG";3,64;3,64;10,815;25;1;1
"1840";"GSAH2839.JPG";3,27;3,27;13,567;78;1;1
"1841";"GSAH2840.JPG";3,61;3,61;11,063;78;1;1
"1842";"GSAH2841.JPG";3,34;3,34;12,982;13;1;1
"1843";"GSAH2842.JPG";3,86;3,86;9,48;64;1;1
"1844";"GSAH2843.JPG";3,95;3,95;8,953;82;1;1
"1845";"GSAH2844.JPG";4,37;4,37;6,962;62;1;1
"1846";"GSAH2845.JPG";3,46;3,46;12,073;76;1;1
"1847";"GSAH2846.JPG";3,52;3,52;11,648;86;1;1
"1848";"GSAH2847.JPG";3,53;3,53;11,566;78;1;1
"1849";"GSAH2848.JPG";3,38;3,38;12,676;69;1;1
"1850";"GSAH2849.JPG";4,27;4,27;7,368;64;1;1
"1851";"GSAH2850.JPG";4,7;4,7;5,672;46;1;1
"1852";"GSAH2851.JPG";3,62;3,62;10,965;11;1;1
"1853";"GSAH2852.JPG";3,31;3,31;13,266;86;1;1
"1854";"GSAH2853.JPG";3,34;3,34;12,99;78;1;1
"1855";"GSAH2854.JPG";3,69;3,69;10,544;81;1;1
"1856";"GSAH2855.JPG";3,54;3,54;11,543;39;1;1
"1857";"GSAH2856.JPG";4,06;4,06;8,368;78;1;1
"1858";"GSAH2857.JPG";3,5;3,5;11,821;70;1;1
"1859";"GSAH2858.JPG";3,31;3,31;13,232;77;1;1
"1860";"GSAH2859.JPG";3,24;3,24;13,875;62;1;1
"1861";"GSAH2860.JPG";3,18;3,18;14,341;84;1;1
"1862";"GSAH2861.JPG";3,59;3,59;11,157;24;1;1
"1863";"GSAH2862.JPG";3,69;3,69;10,499;69;1;1
"1864";"GSAH2863.JPG";3,23;3,23;13,919;66;1;1
"1865";"GSAH2864.JPG";3,09;3,09;15,168;70;1;1
"1866";"GSAH2865.JPG";3,13;3,13;14,825;81;1;1
"1867";"GSAH2866.JPG";3;3;16,03;78;1;1
"1868";"GSAH2867.JPG";3,33;3,33;13,083;25;1;1
"1869";"GSAH2868.JPG";2,97;2,97;16,286;65;1;1
"1870";"GSAH2869.JPG";3,14;3,14;14,671;70;1;1
"1871";"GSAH2870.JPG";3,16;3,16;14,539;67;1;1
"1872";"GSAH2871.JPG";2,38;2,38;23,385;77;1;1
"1873";"GSAH2872.JPG";2,18;2,18;26,444;70;1;1
"1874";"GSAH2873.JPG";1,9;1,9;31,278;76;1;1
"1875";"GSAH2874.JPG";1,76;1,76;34,227;82;1;1
"1876";"GSAH2875.JPG";1,77;1,77;33,967;78;1;1
"1877";"GSAH2876.JPG";1,8;1,8;33,305;78;1;1
"1878";"GSAH2877.JPG";2,86;2,86;17,489;77;1;1
"1879";"GSAH2878.JPG";2,69;2,69;19,329;55;1;1
"1880";"GSAH2879.JPG";4,15;4,15;7,943;64;1;1
"1881";"GSAH2880.JPG";3,14;3,14;14,753;70;1;1
"1882";"GSAH2881.JPG";3,08;3,08;15,253;64;1;1
"1883";"GSAH2882.JPG";3,16;3,16;14,574;78;1;1
"1884";"GSAH2883.JPG";3,24;3,24;13,856;77;1;1
"1885";"GSAH2884.JPG";3,21;3,21;14,074;70;1;1
"1886";"GSAH2885.JPG";3,01;3,01;15,916;69;1;1
"1887";"GSAH2886.JPG";2,76;2,76;18,52;69;1;1
"1888";"GSAH2887.JPG";2,68;2,68;19,52;77;1;1
"1889";"GSAH2888.JPG";2,84;2,84;17,707;81;1;1
"1890";"GSAH2889.JPG";2,91;2,91;16,906;68;1;1
"1891";"GSAH2890.JPG";3,18;3,18;14,399;68;1;1
"1892";"GSAH2891.JPG";2,98;2,98;16,236;67;1;1
"1893";"GSAH2892.JPG";2,98;2,98;16,206;69;1;1
"1894";"GSAH2893.JPG";2,82;2,82;17,861;69;1;1
"1895";"GSAH2894.JPG";2,81;2,81;17,966;76;1;1
"1896";"GSAH2895.JPG";2,77;2,77;18,433;78;1;1
"1897";"GSAH2896.JPG";2,69;2,69;19,409;68;1;1
"1898";"GSAH2897.JPG";3,24;3,24;13,832;64;1;1
"1899";"GSAH2898.JPG";3,44;3,44;12,249;69;1;1
"1900";"GSAH2899.JPG";3,35;3,35;12,962;70;1;1
"1901";"GSAH2900.JPG";3,43;3,43;12,353;67;1;1
"1902";"GSAH2901.JPG";3,04;3,04;15,593;86;1;1
"1903";"GSAH2902.JPG";4,52;4,52;6,333;67;1;1
"1904";"GSAH2903.JPG";4,32;4,32;7,16;86;1;1
"1905";"GSAH2904.JPG";4,37;4,37;6,946;78;1;1
"1906";"GSAH2905.JPG";4,46;4,46;6,571;86;1;1
"1907";"GSAH2906.JPG";3,36;3,36;12,831;66;1;1
"1908";"GSAH2907.JPG";3,29;3,29;13,383;63;1;1
"1909";"GSAH2908.JPG";3,74;3,74;10,18;81;1;1
"1910";"GSAH2909.JPG";3,65;3,65;10,764;70;1;1
"1911";"GSAH2910.JPG";3,3;3,3;13,304;86;1;1
"1912";"GSAH2911.JPG";3,4;3,4;12,58;81;1;1
"1913";"GSAH2912.JPG";3,14;3,14;14,738;14;1;1
"1914";"GSAH2913.JPG";3,33;3,33;13,115;68;1;1
"1915";"GSAH2914.JPG";3,25;3,25;13,717;69;1;1
"1916";"GSAH2915.JPG";3,22;3,22;14,024;66;1;1
"1917";"GSAH2916.JPG";2,71;2,71;19,074;82;1;1
"1918";"GSAH2917.JPG";2,76;2,76;18,52;76;1;1
"1919";"GSAH2918.JPG";2,93;2,93;16,7;68;1;1
"1920";"GSAH2919.JPG";2,76;2,76;18,553;69;1;1
"1921";"GSAH2920.JPG";3,03;3,03;15,775;67;1;1
"1922";"GSAH2921.JPG";2,81;2,81;17,976;86;1;1
"1923";"GSAH2922.JPG";3,31;3,31;13,243;70;1;1
"1924";"GSAH2923.JPG";3,33;3,33;13,106;70;1;1
"1925";"GSAH2924.JPG";3,39;3,39;12,635;80;1;1
"1926";"GSAH2925.JPG";3,1;3,1;15,075;81;1;1
"1927";"GSAH2926.JPG";3,41;3,41;12,442;70;1;1
"1928";"GSAH2927.JPG";3,38;3,38;12,715;70;1;1
"1929";"GSAH2928.JPG";3,37;3,37;12,777;69;1;1
"1930";"GSAH2929.JPG";3,61;3,61;11,059;53;1;1
"1931";"GSAH2930.JPG";2,9;2,9;16,998;67;1;1
"1932";"GSAH2931.JPG";2,93;2,93;16,722;14;1;1
"1933";"GSAH2932.JPG";6;6;2,565;64;1;1
"1934";"GSAH2933.JPG";3,04;3,04;15,627;62;1;1
"1935";"GSAH2934.JPG";2,63;2,63;20,092;66;1;1
"1936";"GSAH2935.JPG";3,55;3,55;11,472;76;1;1
"1937";"GSAH2936.JPG";3,3;3,3;13,347;67;1;1
"1938";"GSAH2937.JPG";3,48;3,48;11,926;70;1;1
"1939";"GSAH2938.JPG";3,48;3,48;11,977;76;1;1
"1940";"GSAH2939.JPG";3,22;3,22;14,018;25;1;1
"1941";"GSAH2940.JPG";2,91;2,91;16,904;70;1;1
"1942";"GSAH2941.JPG";3,4;3,4;12,565;80;1;1
"1943";"GSAH2942.JPG";3,01;3,01;15,897;86;1;1
"1944";"GSAH2943.JPG";3,18;3,18;14,347;70;1;1
"1945";"GSAH2944.JPG";3,95;3,95;8,97;67;1;1
"1946";"GSAH2945.JPG";3,55;3,55;11,475;64;1;1
"1947";"GSAH2946.JPG";3,68;3,68;10,567;78;1;1
"1948";"GSAH2947.JPG";2,57;2,57;20,855;86;1;1
"1949";"GSAH2948.JPG";1,87;1,87;31,861;66;1;1
"1950";"GSAH2949.JPG";1,74;1,74;34,54;81;1;1
"1951";"GSAH2950.JPG";1,43;1,43;41,681;76;1;1
"1952";"GSAH2951.JPG";1,36;1,36;43,497;80;1;1
"1953";"GSAH2952.JPG";1,48;1,48;40,432;68;1;1
"1954";"GSAH2953.JPG";1,29;1,29;45,402;70;1;1
"1955";"GSAH2954.JPG";1,57;1,57;38,404;67;1;1
"1956";"GSAH2955.JPG";1,66;1,66;36,22;81;1;1
"1957";"GSAH2956.JPG";2,58;2,58;20,696;70;1;1
"1958";"GSAH2957.JPG";1,28;1,28;45,767;78;1;1
"1959";"GSAH2958.JPG";1,41;1,41;42,414;78;1;1
"1960";"GSAH2959.JPG";1,3;1,3;45,33;70;1;1
"1961";"GSAH2960.JPG";1,37;1,37;43,456;70;1;1
"1962";"GSAH2961.JPG";1,7;1,7;35,376;85;1;1
"1963";"GSAH2962.JPG";1,61;1,61;37,393;62;1;1
"1964";"GSAH2963.JPG";2,11;2,11;27,563;78;1;1
"1965";"GSAH2964.JPG";2,08;2,08;28,042;69;1;1
"1966";"GSAH2965.JPG";2,11;2,11;27,536;86;1;1
"1967";"GSAH2966.JPG";2,2;2,2;26,13;64;1;1
"1968";"GSAH2967.JPG";2,32;2,32;24,334;67;1;1
"1969";"GSAH2968.JPG";1,82;1,82;32,849;81;1;1
"1970";"GSAH2969.JPG";2,26;2,26;25,191;79;1;1
"1971";"GSAH2970.JPG";2,27;2,27;25,082;76;1;1
"1972";"GSAH2971.JPG";3,19;3,19;14,278;86;1;1
"1973";"GSAH2972.JPG";2,34;2,34;23,969;69;1;1
"1974";"GSAH2973.JPG";2,22;2,22;25,805;67;1;1
"1975";"GSAH2974.JPG";2,35;2,35;23,848;86;1;1
"1976";"GSAH2975.JPG";2,71;2,71;19,163;86;1;1
"1977";"GSAH2976.JPG";2,44;2,44;22,515;75;1;1
"1978";"GSAH2977.JPG";2,7;2,7;19,253;85;1;1
"1979";"GSAH2978.JPG";2,56;2,56;21,021;81;1;1
"1980";"GSAH2979.JPG";2,39;2,39;23,219;78;1;1
"1981";"GSAH2980.JPG";2,57;2,57;20,822;78;1;1
"1982";"GSAH2981.JPG";2,51;2,51;21,598;85;1;1
"1983";"GSAH2982.JPG";2,71;2,71;19,121;69;1;1
"1984";"GSAH2983.JPG";3,21;3,21;14,056;63;1;1
"1985";"GSAH2984.JPG";2,92;2,92;16,805;77;1;1
"1986";"GSAH2985.JPG";3,2;3,2;14,168;86;1;1
"1987";"GSAH2986.JPG";2,84;2,84;17,657;46;1;1
"1988";"GSAH2987.JPG";2,78;2,78;18,376;70;1;1
"1989";"GSAH2988.JPG";3,17;3,17;14,479;55;1;1
"1990";"GSAH2989.JPG";3,22;3,22;13,975;77;1;1
"1991";"GSAH2990.JPG";2,88;2,88;17,252;69;1;1
"1992";"GSAH2991.JPG";3,62;3,62;10,95;78;1;1
"1993";"GSAH2992.JPG";3,96;3,96;8,909;81;1;1
"1994";"GSAH2993.JPG";3,73;3,73;10,248;86;1;1
"1995";"GSAH2994.JPG";3,38;3,38;12,685;84;1;1
"1996";"GSAH2995.JPG";3,02;3,02;15,789;21;1;1
"1997";"GSAH2996.JPG";3,27;3,27;13,619;55;1;1
"1998";"GSAH2997.JPG";3,27;3,27;13,608;70;1;1
"1999";"GSAH2998.JPG";3,34;3,34;13,024;86;1;1
"2000";"GSAH2999.JPG";3,33;3,33;13,13;82;1;1
"2001";"GSAH3000.JPG";3,04;3,04;15,662;82;1;1
"2002";"GSAH3001.JPG";3,28;3,28;13,511;76;1;1
"2003";"GSAH3002.JPG";3,05;3,05;15,567;77;1;1
"2004";"GSAH3003.JPG";2,84;2,84;17,671;77;1;1
"2005";"GSAH3004.JPG";2,83;2,83;17,751;76;1;1
"2006";"GSAH3005.JPG";2,58;2,58;20,648;64;1;1
"2007";"GSAH3006.JPG";3,23;3,23;13,891;81;1;1
"2008";"GSAH3007.JPG";3,07;3,07;15,389;64;1;1
"2009";"GSAH3008.JPG";3,11;3,11;14,966;66;1;1
"2010";"GSAH3009.JPG";2,99;2,99;16,119;70;1;1
"2011";"GSAH3010.JPG";3,08;3,08;15,293;70;1;1
